title;author;publisher;isbn;barcode;category;year;language;pages;shelf;copies;status;keywords;description
Yar Bana Bir Eğlence;Haldun Taner;;;EBS-KTP-0869;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yaz Boz Tahtası;Haldun Taner;;;EBS-KTP-0870;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yaşasın Demokrasi;Haldun Taner;;;EBS-KTP-0871;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zilli Zarife;Haldun Taner;;;EBS-KTP-0872;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çok Güzelsin Gitme Dur;Haldun Taner;;;EBS-KTP-0873;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Önce İnsan Olmak;Haldun Taner;;;EBS-KTP-0874;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şişhane’ye Yağmur Yağıyordu;Haldun Taner;;;EBS-KTP-0875;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Dehanın Romanı;Hasan Ali Yücel;;;EBS-KTP-0876;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Davalar Ve Neticeleri;Hasan Ali Yücel;;;EBS-KTP-0877;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dinle Benden;Hasan Ali Yücel;;;EBS-KTP-0878;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dönen Ses;Hasan Ali Yücel;;;EBS-KTP-0879;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Edebiyat Tarihimizden;Hasan Ali Yücel;;;EBS-KTP-0880;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hürriyet Gene Hürriyet;Hasan Ali Yücel;;;EBS-KTP-0881;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hürriyete Doğru;Hasan Ali Yücel;;;EBS-KTP-0882;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İngiltere Mektupları;Hasan Ali Yücel;;;EBS-KTP-0883;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İyi Vatandaş İyi İnsan;Hasan Ali Yücel;;;EBS-KTP-0884;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İçten Dışa;Hasan Ali Yücel;;;EBS-KTP-0885;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kıbrıs Mektupları;Hasan Ali Yücel;;;EBS-KTP-0886;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Pazartesi Konuşmaları;Hasan Ali Yücel;;;EBS-KTP-0887;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sizin İçin;Hasan Ali Yücel;;;EBS-KTP-0888;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türk Edebiyatına Toplu Bir Bakış;Hasan Ali Yücel;;;EBS-KTP-0889;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türkiye’de Maarif;Hasan Ali Yücel;;;EBS-KTP-0890;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türkiye’de Ortaöğretim;Hasan Ali Yücel;;;EBS-KTP-0891;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Atatürk’üm;İ. Zeki Burdurlu;;;EBS-KTP-0892;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Basık Tavan;İ. Zeki Burdurlu;;;EBS-KTP-0893;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Köyden Bir İnsan Lefkoşa;İ. Zeki Burdurlu;;;EBS-KTP-0894;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Burdur’daki Mahallemiz;İ. Zeki Burdurlu;;;EBS-KTP-0895;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Can Memiş;İ. Zeki Burdurlu;;;EBS-KTP-0896;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Günaydın Yavru Kıbrıs;İ. Zeki Burdurlu;;;EBS-KTP-0897;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İzmir’in Mor Atları;İ. Zeki Burdurlu;;;EBS-KTP-0898;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Keloğlan;İ. Zeki Burdurlu;;;EBS-KTP-0899;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Minnacık Ada;İ. Zeki Burdurlu;;;EBS-KTP-0900;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Toprak İnsanları;İ. Zeki Burdurlu;;;EBS-KTP-0901;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Toprağın İçindeki Toprak;İ. Zeki Burdurlu;;;EBS-KTP-0902;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Öğretmen Şairler Ant.;İ. Zeki Burdurlu;;;EBS-KTP-0903;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şiirimizde Öğretmen;İ. Zeki Burdurlu;;;EBS-KTP-0904;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Almanya Öyküsü;İbrahim Örs;;;EBS-KTP-0905;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Balıklı Köy;İbrahim Örs;;;EBS-KTP-0906;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Canbazlar Kralı;İbrahim Örs;;;EBS-KTP-0907;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Muhtarın Yeğenleri;İbrahim Örs;;;EBS-KTP-0908;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mücahidin Oğlu;İbrahim Örs;;;EBS-KTP-0909;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Onur Çocuğu;İbrahim Örs;;;EBS-KTP-0910;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bahar Hikayeleri;K. Hulusi Koray;;;EBS-KTP-0911;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Otelde Yedi Kişi;K. Hulusi Koray;;;EBS-KTP-0912;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Yudum Su;K. Hulusi Koray;;;EBS-KTP-0913;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Büyük Öykü;K. Hulusi Koray;;;EBS-KTP-0914;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Osmanoflar;K. Hulusi Koray;;;EBS-KTP-0915;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Son Öpüş;K. Hulusi Koray;;;EBS-KTP-0916;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Anadolu’dan Hikayeler;Kemal Bilbaşar;;;EBS-KTP-0917;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ay Tutulduğu Gece;Kemal Bilbaşar;;;EBS-KTP-0918;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Başka Olur Ağaların Düğünü;Kemal Bilbaşar;;;EBS-KTP-0919;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bedoş;Kemal Bilbaşar;;;EBS-KTP-0920;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cemo;Kemal Bilbaşar;;;EBS-KTP-0921;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cevizli Bahçe;Kemal Bilbaşar;;;EBS-KTP-0922;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Denizin Çağrılışı;Kemal Bilbaşar;;;EBS-KTP-0923;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Irgatların Öfkesi;Kemal Bilbaşar;;;EBS-KTP-0924;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kurbağa Çifliği;Kemal Bilbaşar;;;EBS-KTP-0925;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kölelik Dönemeci;Kemal Bilbaşar;;;EBS-KTP-0926;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Memo;Kemal Bilbaşar;;;EBS-KTP-0927;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Pazarlık;Kemal Bilbaşar;;;EBS-KTP-0928;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Pembe Kurt;Kemal Bilbaşar;;;EBS-KTP-0929;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yeşil Gölge;Kemal Bilbaşar;;;EBS-KTP-0930;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yonca Kız;Kemal Bilbaşar;;;EBS-KTP-0931;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zühre Ninem;Kemal Bilbaşar;;;EBS-KTP-0932;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Üç Buutlu Hikayeler;Kemal Bilbaşar;;;EBS-KTP-0933;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Mülkiyet Kalesi;Kemal Tahir;;;EBS-KTP-0934;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bozkırdaki Çekirdek;Kemal Tahir;;;EBS-KTP-0935;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Büyük Mal;Kemal Tahir;;;EBS-KTP-0936;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Damağacı;Kemal Tahir;;;EBS-KTP-0937;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Devlet Ana;Kemal Tahir;;;EBS-KTP-0938;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Esir Şehrin İnsanları;Kemal Tahir;;;EBS-KTP-0939;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Esir Şehrin Mahpusu;Kemal Tahir;;;EBS-KTP-0940;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Göl İnsanları;Kemal Tahir;;;EBS-KTP-0941;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hür Şehrin İnsanları;Kemal Tahir;;;EBS-KTP-0942;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Karılar Koğuşu;Kemal Tahir;;;EBS-KTP-0943;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kelleci Mehmet;Kemal Tahir;;;EBS-KTP-0944;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kurt Kanunu;Kemal Tahir;;;EBS-KTP-0945;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Köyün Kamburu;Kemal Tahir;;;EBS-KTP-0946;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Namusçular;Kemal Tahir;;;EBS-KTP-0947;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Rahmet Yolları Kesti;Kemal Tahir;;;EBS-KTP-0948;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sağırdere;Kemal Tahir;;;EBS-KTP-0949;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yedi Çınar Yaylası;Kemal Tahir;;;EBS-KTP-0950;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yol Ayrımı;Kemal Tahir;;;EBS-KTP-0951;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yorgun Savaşçı;Kemal Tahir;;;EBS-KTP-0952;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bingöl Çobanları;Kemalettin Kamu;;;EBS-KTP-0953;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gurbet Geceleri;Kemalettin Kamu;;;EBS-KTP-0954;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gurbet Gurbette;Kemalettin Kamu;;;EBS-KTP-0955;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güz;Kemalettin Kamu;;;EBS-KTP-0956;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hazan Yolcusunda;Kemalettin Kamu;;;EBS-KTP-0957;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İrşad;Kemalettin Kamu;;;EBS-KTP-0958;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İzmir’e Tahassur;Kemalettin Kamu;;;EBS-KTP-0959;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kimsesizlik;Kemalettin Kamu;;;EBS-KTP-0960;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Renkler;Kemalettin Kamu;;;EBS-KTP-0961;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Söğüt;Kemalettin Kamu;;;EBS-KTP-0962;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hitabet Dersleri;M. Cemal Kuntay;;;EBS-KTP-0963;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hitabet Ve Münazaralar Dersleri;M. Cemal Kuntay;;;EBS-KTP-0964;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İstiklal Şairi;M. Cemal Kuntay;;;EBS-KTP-0965;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kemal;M. Cemal Kuntay;;;EBS-KTP-0966;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mehmet Akif;M. Cemal Kuntay;;;EBS-KTP-0967;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Namık Kemal;M. Cemal Kuntay;;;EBS-KTP-0968;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Nefais-i Edebiye;M. Cemal Kuntay;;;EBS-KTP-0969;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sarıklı İhtilalci Ali Suavi;M. Cemal Kuntay;;;EBS-KTP-0970;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türk’ün Şehnamesinden;M. Cemal Kuntay;;;EBS-KTP-0971;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yirmi Sekiz Kanun-ı Evvel;M. Cemal Kuntay;;;EBS-KTP-0972;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Üç İstanbul;M. Cemal Kuntay;;;EBS-KTP-0973;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ayaklar;M. Cevdet Anday;;;EBS-KTP-0974;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Azerbaycan;M. Cevdet Anday;;;EBS-KTP-0975;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dört Oyun;M. Cevdet Anday;;;EBS-KTP-0976;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gizli Emir;M. Cevdet Anday;;;EBS-KTP-0977;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Göçebe Denizin Üstünde;M. Cevdet Anday;;;EBS-KTP-0978;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güneşte;M. Cevdet Anday;;;EBS-KTP-0979;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İsa’nın Güncesi;M. Cevdet Anday;;;EBS-KTP-0980;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İçerdekiler;M. Cevdet Anday;;;EBS-KTP-0981;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kolları Bağlı Odysseus;M. Cevdet Anday;;;EBS-KTP-0982;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Meryem Gibi;M. Cevdet Anday;;;EBS-KTP-0983;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mikado’nun Çöpleri;M. Cevdet Anday;;;EBS-KTP-0984;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Rahatı Kaçan Ağaç;M. Cevdet Anday;;;EBS-KTP-0985;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Raziye;M. Cevdet Anday;;;EBS-KTP-0986;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sovyet Rusya;M. Cevdet Anday;;;EBS-KTP-0987;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sözcükler;M. Cevdet Anday;;;EBS-KTP-0988;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tanıdık Dünya;M. Cevdet Anday;;;EBS-KTP-0989;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Teknelerin Ölümü;M. Cevdet Anday;;;EBS-KTP-0990;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Telgrafname;M. Cevdet Anday;;;EBS-KTP-0991;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yan Yana;M. Cevdet Anday;;;EBS-KTP-0992;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yağmurlu Sokaka;M. Cevdet Anday;;;EBS-KTP-0993;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yağmurun Altında;M. Cevdet Anday;;;EBS-KTP-0994;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ölümsüzlük Ardında Gılgamış;M. Cevdet Anday;;;EBS-KTP-0995;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ayaşlı Ve Kiracıları;M. Şevket Esendal;;;EBS-KTP-0996;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Küçük Çiçek;M. Şevket Esendal;;;EBS-KTP-0997;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ev Ona Yakıştı;M. Şevket Esendal;;;EBS-KTP-0998;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İhtiyar Çilingir;M. Şevket Esendal;;;EBS-KTP-0999;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mendil Altında;M. Şevket Esendal;;;EBS-KTP-1000;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
